"kickLength","hangTime","speedOfClosestCoverage","distanceToClosestCoverage","netCoverage","kickTeamWithin5","receivingTeamWithin5","yardsTillTouchdown","gameId","playId"
71,4.21,8.25,38.2804519304566,0,0,0,75,2018123000,392
74,3.92,8.56,41.9457673669227,0,0,0,75,2018123003,735
72,3.98,9.73,41.9703526313516,0,0,0,75,2018123003,1826
70,4.24,9.89,36.9514343429318,0,0,0,75,2018123004,243
69,3.93,9.27,40.2634188811631,0,0,0,75,2018123006,36
70,3.94,7.84,41.5804822001862,0,0,0,75,2018123007,36
68,4.11,8.45,37.6847767672836,0,0,0,75,2018123007,3779
70,3.83,8.8,39.4321797520756,0,0,0,75,2018123009,3402
72,3.99,9.58,39.3002760804552,0,0,0,75,2018123010,3943
67,3.83,8.73,35.8150317604215,0,0,0,75,2018123012,1675
66,3.93,9.27,35.261111723824,0,0,0,75,2018123012,2651
72,4.1,8.81,40.4303747200048,0,0,0,75,2018123013,3437
70,3.9,9.83,40.7733994167766,0,0,0,75,2018123015,36
71,3.69,7.69,41.7461339527387,0,0,0,75,2018122200,3319
69,3.97,9.35,36.5728861316686,0,0,0,75,2018122201,2414
70,3.74,8.97,41.6069056768224,0,0,0,75,2018122201,2775
67,3.74,8.97,40.5322254508681,0,0,0,75,2018122305,2691
70,4,10.17,40.7895378743128,0,0,0,75,2018122306,267
73,3.5,8.76,43.006028647156,0,0,0,75,2018122306,2900
69,4,8.82,40.7397619040661,0,0,0,75,2018122306,3086
73,3.86,9.93,43.0178846527813,0,0,0,75,2018122307,36
71,4.02,8.97,42.7390278317137,0,0,0,75,2018122307,3439
67,3.87,8.21,37.910807166295,0,0,0,75,2018122309,732
72,3.83,8.67,43.3268842636994,0,0,0,75,2018122309,2327
69,3.26,9.84,42.6416932121603,0,0,0,75,2018122309,2647
70,3.72,9.06,43.1115993672237,0,0,0,75,2018122309,4892
70,3.74,8.2,39.1057041874967,0,0,0,75,2018122313,36
71,3.81,9.45,37.710503841768,0,0,0,75,2018122313,1394
68,3.43,9.78,45.0479844166196,0,0,0,75,2018122313,2712
66,3.42,10.2,39.4708930732508,0,0,0,75,2018122313,4463
68,4.09,10.21,34.9368716401455,0,0,0,75,2018122314,716
70,3.99,9.58,37.7825899059342,0,0,0,75,2018122400,2152
74,4.31,9.84,22.8593132005316,0,0,0,75,2018121300,369
70,4.55,9.26,36.0108664155696,0,0,0,75,2018121300,3510
71,4.11,8.7,39.1690043274015,0,0,0,75,2018121500,36
71,4.21,9.58,34.9484262878888,0,0,0,75,2018121500,1526
68,3.99,8.16,34.5021419624927,0,0,0,75,2018121500,2169
52,3.82,1.14,2.54945092127696,2,4,2,75,2018121500,3680
70,4.17,8.83,36.6042197021054,0,0,0,75,2018121601,2475
69,4.09,9.62,35.9639513958074,0,0,0,75,2018121604,830
68,4.06,8.75,37.7700052952075,0,0,0,75,2018121604,1656
68,3.72,8.57,37.9200474683247,0,0,0,60,2018121604,3717
75,4.11,9.95,38.1997971198801,0,0,0,75,2018121606,746
73,4.02,8.97,23.6382846247354,0,0,0,75,2018121609,2927
67,3.98,10.06,40.3150158129697,0,0,0,75,2018121609,3509
70,3.85,8.99,37.5437411561501,0,0,0,75,2018121610,36
73,3.86,9.16,43.6790773712083,0,0,0,75,2018121611,1126
68,4.03,9.64,35.7762169604334,0,0,0,75,2018121700,1292
69,3.81,8.33,37.3012305427046,0,0,0,75,2018120600,1281
70,3.85,9.51,41.4443542596576,0,0,0,75,2018120600,2073
67,3.58,9.41,39.1960010715379,0,0,0,75,2018120600,2127
71,3.86,8.47,42.8704431980823,0,0,0,75,2018120600,2604
69,3.85,9.41,42.0305377077191,0,0,0,75,2018120901,362
66,4.14,9.11,35.0915146438566,0,0,0,75,2018120902,484
69,3.44,9.35,30.9435243629422,0,0,0,75,2018120903,356
69,4.25,8.32,37.99317965109,0,0,0,75,2018120908,1383
51,3.22,9.33,31.1832663459106,0,0,0,75,2018120908,1747
70,4.18,8.39,38.0088252909768,0,0,0,75,2018120912,3388
72,3.92,8.9,40.9907794509936,0,0,0,75,2018120912,3765
69,4.42,8.82,33.6592171626139,0,0,0,75,2018120201,2221
71,3.69,9.53,43.3613675983588,0,0,0,75,2018120203,2050
73,4.36,8.13,34.4630410730104,0,0,0,75,2018120205,35
65,3.89,9.64,39.2766444595258,0,0,0,75,2018120207,5029
70,4.03,8.72,37.0021458837187,0,0,0,75,2018120208,36
66,3.89,8.75,35.6333607732978,0,0,0,75,2018120208,852
70,4.08,9.45,37.2436786582636,0,0,0,75,2018120208,1676
70,4.01,8.83,37.9911108023969,0,0,0,75,2018120208,3085
66,4.22,8.3,27.5841403708725,0,0,0,75,2018120210,1564
70,4.08,9.16,39.9099248307987,0,0,0,75,2018120211,385
67,4.05,9.53,36.2757549886973,0,0,0,75,2018120300,2148
68,3.97,9.6,38.308401167368,0,0,0,75,2018120300,2999
68,4.01,8.05,36.8673215734477,0,0,0,75,2018112200,2183
70,4.33,9.16,37.0808427628068,0,0,0,75,2018112201,2939
69,3.67,9.97,38.778553351047,0,0,0,75,2018112202,810
70,3.94,9.2,38.3874588895905,0,0,0,75,2018112502,697
68,4.16,9.62,36.6859877882551,0,0,0,75,2018112502,3368
69,3.9,10.34,38.4210267952328,0,0,0,75,2018112504,234
72,4.14,8.47,38.2132647126623,0,0,0,75,2018112504,405
74,4.12,8.18,41.6418635509988,0,0,0,75,2018112504,2597
70,4.2,9.82,34.5477481176415,0,0,0,75,2018112505,36
53,3.96,9.41,26.0508502740314,0,0,0,75,2018112505,686
68,4.13,8.6,38.6821884075863,0,0,0,75,2018112505,2600
70,3.93,9.63,39.3922555840612,0,0,0,75,2018112505,3593
70,3.96,9.71,42.1966847038959,0,0,0,75,2018112506,1664
70,4.15,8.33,39.0727731291241,0,0,0,75,2018112506,2209
70,4.41,7.28,36.6531922211422,0,0,0,75,2018112509,2870
71,NA,9.62,33.4484229822573,0,0,0,75,2018112510,592
69,4.02,9.63,39.803217206653,0,0,0,75,2018112510,771
69,4.06,9.32,38.5047139971199,0,0,0,75,2018112510,1227
67,4.12,9.27,34.4346918092786,0,0,0,75,2018112510,3014
70,4.02,9.55,36.812076822695,0,0,0,75,2018112600,979
69,4.02,9.09,31.8367146546248,0,0,0,75,2018112600,2912
68,3.59,8.86,45.3979217586004,0,0,0,75,2018111802,2101
67,3.66,8.97,40.5021209321191,0,0,0,75,2018111802,3256
66,4.27,8.77,33.4508310808566,0,0,0,75,2018111806,794
72,3.89,9.81,44.3372134893478,0,0,0,75,2018111806,2289
71,4.31,9.44,39.1180073623389,0,0,0,75,2018111806,3773
69,3.81,9.46,40.229110106986,0,0,0,75,2018111807,1015
67,4.08,8.67,36.5294306005446,-1,0,1,75,2018111807,1459
70,4,8.8,39.6106563944603,0,0,0,75,2018111809,799
73,3.98,9.52,42.466676347461,0,0,0,75,2018111809,1206
73,4,8.56,42.6369534558932,0,0,0,75,2018111809,3279
71,4.05,8.28,39.905945672293,0,0,0,75,2018111809,3608
68,3.9,9.83,37.6015278944885,0,0,0,75,2018111810,2228
72,4.14,9.53,40.6916219878245,0,0,0,75,2018111900,1835
67,4.24,9.36,35.1955821091227,0,0,0,75,2018111900,2583
67,3.85,9.5,25.3731511641735,0,0,0,75,2018110800,390
68,3.78,8.46,39.2722293739482,0,0,0,75,2018110800,1638
71,4.09,8.98,33.9360869871587,0,0,0,75,2018110800,2056
68,3.92,9.26,38.1020694976008,0,0,0,75,2018111103,1624
73,3.8,9.8,43.4471460512655,0,0,0,75,2018111103,2147
69,3.85,8.68,39.3779684595333,0,0,0,75,2018111103,3426
69,3.95,9.35,38.5166522428936,0,0,0,75,2018111106,783
67,4.51,10.2,30.3180952567934,0,0,0,75,2018111106,1049
71,3.57,9,42.2461477533751,0,0,0,75,2018111111,478
66,4.08,9.16,34.6586208611941,0,0,0,75,2018110100,2012
67,4.01,9.88,34.6257259851689,0,0,0,75,2018110400,961
69,4.01,8.76,36.1445984899542,0,0,0,75,2018110400,1641
70,4,9.8,39.2284144466737,0,0,0,75,2018110400,2700
74,4.18,9.21,39.2596408541902,0,0,0,75,2018110400,3045
73,4.08,9,39.5831643505165,0,0,0,75,2018110400,3629
70,3.36,9.31,47.4011307881996,0,0,0,75,2018110404,36
69,3.92,8.43,36.9538049461757,0,0,0,75,2018110409,503
70,4.04,9.44,39.3613541433727,0,0,0,75,2018110409,805
73,3.93,8.82,41.4225602781866,0,0,0,75,2018110409,3130
67,4.17,9.61,31.64076484537,0,0,0,75,2018110409,3748
68,4.24,8.76,36.770033995089,0,0,0,75,2018110500,576
67,3.98,10.28,37.4011122829255,0,0,0,75,2018110500,3473
70,3.59,9.28,42.12259488683,0,0,0,75,2018102500,2951
67,3.72,9.82,32.8371329442751,0,0,0,75,2018102800,37
68,3.93,8.95,38.3616892224521,0,0,0,75,2018102800,1099
74,4.1,9.72,39.5793911019359,0,0,0,75,2018102800,1708
68,3.93,8.12,38.8958673897369,0,0,0,75,2018102800,2091
68,3.75,8.43,40.0501510608886,0,0,0,75,2018102802,2982
69,3.93,8.63,36.999141881941,0,0,0,75,2018102802,3463
70,4.04,9.3,35.0484493237575,0,0,0,75,2018102808,2564
70,3.59,8.66,44.0013136167547,0,0,0,75,2018102810,3189
66,4.18,9.59,34.5600231481404,0,0,0,75,2018102811,758
69,4.11,8.26,37.7578349485243,-1,0,1,75,2018101800,1219
72,3.55,9.11,43.0716101393946,0,0,0,75,2018102100,1658
70,3.94,9.99,36.3851398238347,0,0,0,75,2018102101,1769
67,4.15,6.7,29.3365642160087,0,0,0,75,2018102101,2972
68,4.04,9.7,37.9900460647259,0,0,0,75,2018102103,1759
74,3.86,8.25,43.672734056846,0,0,0,75,2018102103,2325
72,4.03,9.01,40.6704634839585,0,0,0,75,2018102104,297
72,4.24,9.31,37.7807106868042,0,0,0,75,2018102104,2204
68,4.2,8.47,36.509861681469,0,0,0,75,2018102107,3980
67,NA,8.89,44.1498108716221,0,0,0,75,2018102111,2720
67,4.51,8.69,35.2667449589553,0,0,0,75,2018101100,2451
71,3.96,9.72,41.6956712381513,0,0,0,75,2018101401,36
71,4.02,8.61,39.148079135508,0,0,0,75,2018101402,1207
73,3.68,8.74,36.5007890325675,0,0,0,75,2018101404,36
72,4.2,8.44,40.5341584345845,0,0,0,75,2018101404,3812
70,4.31,9.33,35.0908677578654,0,0,0,75,2018101406,2606
69,4.06,8.3,36.9760057334483,0,0,0,75,2018101406,3294
67,3.86,8.37,39.1817125710452,0,0,0,75,2018101406,3550
70,3.97,9.24,40.6251670765795,0,0,0,75,2018101409,2137
70,4.07,9.26,39.1113091061908,0,0,0,75,2018101409,3064
70,4.38,9.51,37.1590877175423,0,0,0,75,2018101412,825
71,3.64,9.61,43.1408449152309,0,0,0,75,2018101500,36
69,3.95,9.84,36.850229307292,0,0,0,75,2018101500,1640
69,3.97,8.18,38.1335351101888,0,0,0,75,2018101500,2121
69,4.09,10.06,37.1403029066808,0,0,0,75,2018101500,2508
68,4.21,9.98,36.3091861654871,0,0,0,75,2018101500,2910
72,3.55,9.6,40.5556062708968,0,0,0,75,2018100700,36
66,4.13,9.25,34.6657294745113,0,0,0,75,2018100700,2005
73,3.97,8.41,44.1960507285436,0,0,0,75,2018100702,3414
70,3.8,9.52,37.7000013262599,0,0,0,75,2018100705,2209
67,4.07,9.96,34.6188402463167,0,0,0,75,2018100710,1268
67,4,9.3,27.6568201353662,0,0,0,75,2018100711,2351
70,4.18,8.35,37.7978584049414,0,0,0,75,2018100711,2937
67,4.04,9.85,32.1362879001293,0,0,0,75,2018100712,36
71,3.82,9.22,39.8984836804608,0,0,0,75,2018100712,876
67,4.2,9.93,29.613228462969,0,0,0,75,2018100712,1403
74,4.03,9.38,39.3668705893674,0,0,0,75,2018100712,2707
72,NA,10.01,43.6415684869369,0,0,0,75,2018100712,3407
71,4,9.79,36.4235706651613,0,0,0,75,2018100712,4030
67,4.25,9.92,29.06245172039,-1,0,1,75,2018100800,36
69,4.17,9.56,33.4972834719474,0,0,0,75,2018100800,363
71,4.11,8.82,40.5795527328727,0,0,0,75,2018100800,3452
70,4.09,8.74,40.1055332840744,0,0,0,75,2018093000,4020
73,4.27,9.03,38.4369522725203,0,0,0,75,2018093002,36
70,4.07,8.88,37.4634234954575,0,0,0,75,2018093002,931
73,3.86,8.68,42.020247500461,0,0,0,75,2018093002,1245
70,4.19,8.84,37.9967643359274,0,0,0,75,2018093002,1814
72,4.07,9.3,40.3003325048318,0,0,0,75,2018093002,2681
70,4.08,8.62,38.0702574196708,0,0,0,75,2018093002,3338
70,4.02,8.86,37.6971961822096,0,0,0,75,2018093002,3507
70,3.98,9.47,36.0409905524252,0,0,0,75,2018093003,2034
73,4.06,9.44,43.8791636201056,0,0,0,75,2018093004,36
74,4.19,9.28,41.0499232642401,0,0,0,75,2018093004,913
53,3.76,9.49,28.2902545057481,0,0,0,70,2018093004,2131
70,4.33,9.65,38.3155438431976,0,0,0,75,2018093004,2868
72,3.46,9.83,41.3838253427592,0,0,0,75,2018093005,40
73,3.88,9.17,42.6717013956556,0,0,0,75,2018093005,4380
67,4.01,8.77,30.7076423712404,0,0,0,75,2018093006,1572
74,4.18,9.15,41.1550738062757,0,0,0,75,2018093006,2147
70,3.76,9.52,38.6019908813004,0,0,0,75,2018093009,36
69,4.05,9.37,35.7060569091576,0,0,0,75,2018093009,855
69,3.67,9.44,41.2832581078577,0,0,0,75,2018093009,3961
73,4.2,10.11,38.5335087942949,0,0,0,75,2018093010,132
73,4.02,8.84,40.2772317817399,0,0,0,75,2018093010,767
72,3.63,9.36,41.8950999521424,0,0,0,75,2018093010,971
70,4.15,9.88,37.8167291023431,0,0,0,75,2018093010,3404
68,4.37,8.7,33.0368112868055,0,0,0,75,2018093011,457
70,4.07,9.82,36.3508294265757,0,0,0,75,2018093011,1347
71,3.97,9.39,41.9750080404995,0,0,0,75,2018093011,1681
70,4.14,9.1,33.1882931167,0,0,0,75,2018093011,2004
70,4.52,8.98,34.4663807209286,0,0,0,75,2018093011,2066
73,3.83,8.47,43.5307764690684,0,0,0,75,2018093011,2724
69,4.2,9.08,34.6962274606332,0,0,0,75,2018093012,36
73,4.14,9.55,37.8722193698758,0,0,0,75,2018093012,281
74,3.99,7.78,41.080215432736,0,0,0,75,2018093012,3484
74,4.08,8.51,41.6914007920099,0,0,0,70,2018093012,3971
73,3.76,9.61,43.1564989312154,0,0,0,75,2018092300,45
70,4.27,10.25,35.4057523574913,0,0,0,75,2018092303,359
73,4.01,8.42,41.2364317078964,0,0,0,75,2018092304,3448
74,4.36,9.56,39.2185695812583,0,0,0,75,2018092306,36
67,4.04,8.48,28.0300499464414,0,0,0,75,2018092307,36
68,4.12,9.86,35.263862522418,0,0,0,75,2018092308,991
66,4.04,7.26,34.5544454448339,0,0,0,75,2018092308,1685
67,3.87,8.99,37.1871859650606,0,0,0,75,2018092308,2351
74,3.68,8.52,42.0671487029963,0,0,0,75,2018092308,2814
66,3.73,8.54,39.2243661516665,0,0,0,75,2018092308,3173
73,3.73,9.5,39.7778946149743,0,0,0,75,2018092308,3733
67,4.27,7.71,34.7459422091271,0,0,0,75,2018092309,866
70,3.96,8.59,39.0810670273983,0,0,0,75,2018092309,4068
74,3.51,9.33,44.4867733152226,0,0,0,75,2018092310,54
74,3.84,8.31,43.6794974787943,0,0,0,75,2018092310,799
73,4.2,8.76,39.315209525068,0,0,0,75,2018092310,993
71,4.01,9.07,38.3736602371992,0,0,0,75,2018092310,2207
70,4.25,8.88,37.0761648502107,0,0,0,75,2018092310,2413
71,4.21,9.23,38.7103099961754,0,0,0,75,2018092311,192
70,4.06,8.79,36.0715192360954,0,0,0,75,2018092311,2080
70,4.04,9.81,36.7905449810138,0,0,0,75,2018092311,2570
74,4.13,9.47,43.3729973601087,0,0,0,75,2018092400,1992
69,4.15,9.69,34.7806210410338,0,0,0,75,2018091601,36
74,3.8,8.85,45.3942243022171,0,0,0,75,2018091602,3667
73,3.64,6.99,37.3232166352259,0,0,0,75,2018091602,3959
74,3.87,9.82,41.5517267992559,0,0,0,75,2018091603,1814
